EmployeeNumber,Age,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Over18,OverTime,Attrition
1109,42.0,469.0,2.0,1.0,35.0,17665.0,14399.0,0.0,17.0,3.0,80.0,23.0,3.0,22.0,6.0,13.0,7.0,2,4,3,4,1,4,1,3,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,Y,No,0
1111,28.0,1009.0,1.0,1.0,45.0,2596.0,7160.0,1.0,15.0,3.0,80.0,1.0,2.0,1.0,0.0,0.0,0.0,3,1,2,1,2,1,2,3,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Divorced,Y,No,1
1113,50.0,959.0,1.0,1.0,81.0,4728.0,17251.0,3.0,14.0,3.0,80.0,5.0,4.0,0.0,0.0,0.0,0.0,4,4,3,2,3,4,0,3,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Y,Yes,1
1114,33.0,970.0,7.0,1.0,30.0,4302.0,13401.0,0.0,17.0,3.0,80.0,4.0,3.0,3.0,2.0,0.0,2.0,3,4,3,2,2,3,1,3,Travel_Frequently,Sales,Life Sciences,Female,Sales Executive,Married,Y,No,0
1115,34.0,697.0,3.0,1.0,40.0,2979.0,22478.0,3.0,17.0,3.0,80.0,6.0,2.0,0.0,0.0,0.0,0.0,4,3,2,1,4,4,3,3,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1116,48.0,1262.0,1.0,1.0,35.0,16885.0,16154.0,2.0,22.0,4.0,80.0,27.0,3.0,5.0,4.0,2.0,1.0,4,1,4,4,4,3,0,2,Non-Travel,Research & Development,Medical,Male,Manager,Single,Y,No,0
1117,45.0,1050.0,9.0,1.0,65.0,5593.0,17970.0,1.0,13.0,3.0,80.0,15.0,2.0,15.0,10.0,4.0,12.0,4,2,2,2,3,4,1,3,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Married,Y,No,0
1118,52.0,994.0,7.0,1.0,87.0,10445.0,15322.0,7.0,19.0,3.0,80.0,18.0,4.0,8.0,6.0,4.0,0.0,4,2,3,3,2,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Y,No,0
1119,38.0,770.0,10.0,1.0,73.0,8740.0,5569.0,0.0,14.0,3.0,80.0,9.0,2.0,8.0,7.0,2.0,7.0,4,3,2,3,3,2,2,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Y,Yes,0
1120,29.0,1107.0,28.0,1.0,93.0,2514.0,26968.0,4.0,22.0,4.0,80.0,11.0,1.0,7.0,5.0,1.0,7.0,4,3,3,1,4,1,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Y,No,0
1121,28.0,950.0,3.0,1.0,93.0,7655.0,8039.0,0.0,17.0,3.0,80.0,10.0,3.0,9.0,7.0,1.0,7.0,3,4,3,3,2,2,3,2,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,Y,No,0
1124,46.0,406.0,3.0,1.0,52.0,17465.0,15596.0,3.0,12.0,3.0,80.0,23.0,3.0,12.0,9.0,4.0,9.0,1,1,3,4,3,4,1,3,Travel_Rarely,Sales,Marketing,Male,Manager,Married,Y,No,0
1125,38.0,130.0,2.0,1.0,32.0,7351.0,20619.0,7.0,16.0,3.0,80.0,10.0,2.0,1.0,0.0,0.0,0.0,2,4,3,3,2,3,0,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Y,No,0
1126,43.0,1082.0,27.0,1.0,83.0,10820.0,11535.0,8.0,11.0,3.0,80.0,18.0,1.0,8.0,7.0,0.0,1.0,3,3,3,3,1,3,1,3,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Y,No,0
1127,39.0,203.0,2.0,1.0,84.0,12169.0,13547.0,7.0,11.0,3.0,80.0,21.0,4.0,18.0,7.0,11.0,5.0,3,1,3,4,4,4,3,3,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Y,No,1
1128,40.0,1308.0,14.0,1.0,44.0,19626.0,17544.0,1.0,14.0,3.0,80.0,21.0,2.0,20.0,7.0,4.0,9.0,3,3,2,5,3,1,0,4,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,Y,No,0
1131,21.0,984.0,1.0,1.0,70.0,2070.0,25326.0,1.0,11.0,3.0,80.0,2.0,6.0,2.0,2.0,2.0,2.0,1,4,2,1,2,3,0,4,Travel_Rarely,Research & Development,Technical Degree,Female,Research Scientist,Single,Y,Yes,0
1132,39.0,439.0,9.0,1.0,70.0,6782.0,8770.0,9.0,15.0,3.0,80.0,9.0,2.0,5.0,4.0,0.0,3.0,3,3,3,2,2,3,0,2,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Y,No,0
1133,36.0,217.0,18.0,1.0,78.0,7779.0,23238.0,2.0,20.0,4.0,80.0,18.0,0.0,11.0,9.0,0.0,9.0,4,1,3,2,4,1,0,3,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Y,No,0
1135,31.0,793.0,20.0,1.0,67.0,2791.0,21981.0,0.0,12.0,3.0,80.0,3.0,4.0,2.0,2.0,2.0,2.0,3,3,4,1,4,1,1,3,Travel_Frequently,Sales,Life Sciences,Male,Sales Representative,Married,Y,No,0
1136,28.0,1451.0,2.0,1.0,67.0,3201.0,19911.0,0.0,17.0,3.0,80.0,6.0,2.0,5.0,3.0,0.0,4.0,1,1,2,1,2,1,0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1137,35.0,1182.0,11.0,1.0,54.0,4968.0,18500.0,1.0,11.0,3.0,80.0,5.0,3.0,5.0,2.0,0.0,2.0,2,4,3,2,4,4,1,3,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Divorced,Y,No,0
1138,49.0,174.0,8.0,1.0,56.0,13120.0,11879.0,6.0,17.0,3.0,80.0,22.0,3.0,9.0,8.0,2.0,3.0,4,4,2,4,2,2,1,3,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,Y,No,0
1140,34.0,1003.0,2.0,1.0,95.0,4033.0,15834.0,2.0,11.0,3.0,80.0,5.0,3.0,3.0,2.0,0.0,2.0,2,4,3,2,3,4,0,2,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Y,No,0
1143,29.0,490.0,10.0,1.0,61.0,3291.0,17940.0,0.0,14.0,3.0,80.0,8.0,2.0,7.0,5.0,1.0,1.0,3,4,3,1,2,4,2,2,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Y,No,0
1148,42.0,188.0,29.0,1.0,56.0,4272.0,9558.0,4.0,19.0,3.0,80.0,16.0,3.0,1.0,0.0,0.0,0.0,3,2,1,2,4,1,0,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Y,No,0
1150,29.0,718.0,8.0,1.0,79.0,5056.0,17689.0,1.0,15.0,3.0,80.0,10.0,2.0,10.0,7.0,1.0,2.0,1,2,2,2,4,3,1,2,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Y,Yes,0
1152,38.0,433.0,1.0,1.0,37.0,2844.0,6004.0,1.0,13.0,3.0,80.0,7.0,2.0,7.0,6.0,5.0,0.0,3,3,4,1,3,4,1,4,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,Y,No,0
1154,28.0,773.0,6.0,1.0,39.0,2703.0,22088.0,1.0,14.0,3.0,80.0,3.0,2.0,3.0,1.0,0.0,2.0,3,3,2,1,3,4,1,3,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Y,Yes,0
1156,18.0,247.0,8.0,1.0,80.0,1904.0,13556.0,1.0,12.0,3.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,3,1,3,4,0,3,Non-Travel,Research & Development,Medical,Male,Laboratory Technician,Single,Y,No,1
1157,33.0,603.0,9.0,1.0,77.0,8224.0,18385.0,0.0,17.0,3.0,80.0,6.0,3.0,5.0,2.0,0.0,3.0,4,1,3,2,1,1,0,3,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Y,Yes,1
1158,41.0,167.0,12.0,1.0,46.0,4766.0,9051.0,3.0,11.0,3.0,80.0,6.0,4.0,1.0,0.0,0.0,0.0,4,2,3,1,4,1,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,Yes,0
1160,31.0,874.0,15.0,1.0,72.0,2610.0,6233.0,1.0,12.0,3.0,80.0,2.0,5.0,2.0,2.0,2.0,2.0,3,3,3,1,3,3,1,2,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,1
1161,37.0,367.0,25.0,1.0,52.0,5731.0,17171.0,7.0,13.0,3.0,80.0,9.0,2.0,6.0,2.0,1.0,3.0,2,3,2,2,4,3,2,3,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,Y,No,0
1162,27.0,199.0,6.0,1.0,55.0,2539.0,7950.0,1.0,13.0,3.0,80.0,4.0,0.0,4.0,2.0,2.0,2.0,3,4,2,1,3,3,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1163,34.0,1400.0,9.0,1.0,70.0,5714.0,5829.0,1.0,20.0,4.0,80.0,6.0,3.0,6.0,5.0,1.0,3.0,1,2,3,2,3,1,0,2,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Y,No,0
1164,35.0,528.0,8.0,1.0,100.0,4323.0,7108.0,1.0,17.0,3.0,80.0,6.0,2.0,5.0,4.0,1.0,4.0,4,3,3,1,3,2,0,1,Travel_Rarely,Human Resources,Technical Degree,Male,Human Resources,Single,Y,No,0
1165,29.0,408.0,23.0,1.0,45.0,7336.0,11162.0,1.0,13.0,3.0,80.0,11.0,3.0,11.0,8.0,3.0,10.0,1,4,2,3,1,1,1,1,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Y,No,1
1166,40.0,593.0,9.0,1.0,88.0,13499.0,13782.0,9.0,17.0,3.0,80.0,20.0,3.0,18.0,7.0,2.0,13.0,4,2,3,3,3,3,0,2,Travel_Frequently,Research & Development,Medical,Female,Research Director,Single,Y,No,0
1167,42.0,481.0,12.0,1.0,44.0,13758.0,2447.0,0.0,12.0,3.0,80.0,22.0,2.0,21.0,9.0,13.0,14.0,3,3,3,4,1,2,0,2,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,Y,Yes,1
1171,42.0,647.0,4.0,1.0,45.0,5155.0,2253.0,7.0,13.0,3.0,80.0,9.0,3.0,6.0,4.0,1.0,5.0,4,2,3,2,1,4,0,4,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Y,No,0
1172,35.0,982.0,1.0,1.0,58.0,2258.0,16340.0,6.0,12.0,3.0,80.0,10.0,2.0,8.0,0.0,1.0,7.0,4,4,2,1,3,2,1,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,0
1173,24.0,477.0,24.0,1.0,49.0,3597.0,6409.0,8.0,22.0,4.0,80.0,6.0,2.0,4.0,3.0,1.0,2.0,3,4,3,1,2,4,0,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Y,No,0
1175,28.0,1485.0,12.0,1.0,79.0,2515.0,22955.0,1.0,11.0,3.0,80.0,1.0,4.0,1.0,1.0,0.0,0.0,1,3,3,1,4,4,0,2,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Y,Yes,1
1177,26.0,1384.0,3.0,1.0,82.0,4420.0,13421.0,1.0,22.0,4.0,80.0,8.0,2.0,8.0,7.0,0.0,7.0,4,1,4,1,4,2,1,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,0
1179,30.0,852.0,10.0,1.0,72.0,6578.0,2706.0,1.0,18.0,3.0,80.0,10.0,3.0,10.0,3.0,1.0,4.0,3,3,2,2,3,1,1,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Y,No,0
1180,40.0,902.0,26.0,1.0,92.0,4422.0,21203.0,3.0,13.0,3.0,80.0,16.0,3.0,1.0,1.0,0.0,0.0,2,3,2,2,4,4,1,1,Travel_Frequently,Research & Development,Medical,Female,Research Scientist,Married,Y,Yes,0
1182,35.0,819.0,2.0,1.0,44.0,10274.0,19588.0,2.0,18.0,3.0,80.0,15.0,2.0,7.0,7.0,6.0,4.0,3,3,2,3,2,2,1,4,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,Y,No,0
1184,34.0,669.0,1.0,1.0,97.0,5343.0,25755.0,0.0,20.0,4.0,80.0,14.0,3.0,13.0,9.0,4.0,9.0,3,4,2,2,1,3,0,3,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Single,Y,No,0
1185,35.0,636.0,4.0,1.0,47.0,2376.0,26537.0,1.0,13.0,3.0,80.0,2.0,2.0,2.0,2.0,2.0,2.0,4,4,2,1,4,2,1,4,Travel_Frequently,Research & Development,Other,Male,Laboratory Technician,Married,Y,No,0
1188,43.0,1372.0,9.0,1.0,85.0,5346.0,9489.0,8.0,13.0,3.0,80.0,7.0,2.0,4.0,3.0,1.0,3.0,3,1,1,2,3,2,0,2,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Y,No,1
1190,32.0,862.0,2.0,1.0,76.0,2827.0,14947.0,1.0,12.0,3.0,80.0,1.0,3.0,1.0,0.0,0.0,0.0,1,3,3,1,1,3,3,3,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Divorced,Y,No,0
1191,56.0,718.0,4.0,1.0,92.0,19943.0,18575.0,4.0,13.0,3.0,80.0,28.0,2.0,5.0,2.0,4.0,2.0,4,4,3,5,1,4,1,3,Travel_Rarely,Research & Development,Technical Degree,Female,Manager,Divorced,Y,No,0
1192,29.0,1401.0,6.0,1.0,54.0,3131.0,26342.0,1.0,13.0,3.0,80.0,10.0,5.0,10.0,8.0,0.0,8.0,1,2,3,1,4,1,1,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Y,No,0
1193,19.0,645.0,9.0,1.0,54.0,2552.0,7172.0,1.0,25.0,4.0,80.0,1.0,4.0,1.0,1.0,0.0,0.0,2,3,3,1,1,3,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,No,0
1195,45.0,1457.0,7.0,1.0,83.0,4477.0,20100.0,4.0,19.0,3.0,80.0,7.0,2.0,3.0,2.0,0.0,2.0,3,1,3,1,3,3,1,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Y,Yes,0
1196,37.0,977.0,1.0,1.0,56.0,6474.0,9961.0,1.0,13.0,3.0,80.0,14.0,2.0,14.0,8.0,3.0,11.0,3,4,2,2,4,2,1,2,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Y,No,0
1198,20.0,805.0,3.0,1.0,87.0,3033.0,12828.0,1.0,12.0,3.0,80.0,2.0,2.0,2.0,2.0,1.0,2.0,3,1,2,1,3,1,0,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Y,No,0
1200,44.0,1097.0,10.0,1.0,96.0,2936.0,10826.0,1.0,11.0,3.0,80.0,6.0,4.0,6.0,4.0,0.0,2.0,4,3,3,1,3,3,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,Yes,1
1201,53.0,1223.0,7.0,1.0,50.0,18606.0,18640.0,3.0,18.0,3.0,80.0,26.0,6.0,7.0,7.0,4.0,7.0,2,4,3,5,3,2,1,3,Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,Y,No,0
1202,29.0,942.0,15.0,1.0,69.0,2168.0,26933.0,0.0,18.0,3.0,80.0,6.0,2.0,5.0,4.0,1.0,3.0,1,2,1,1,4,1,1,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Y,Yes,0
1203,22.0,1256.0,3.0,1.0,48.0,2853.0,4223.0,0.0,11.0,3.0,80.0,1.0,5.0,0.0,0.0,0.0,0.0,4,3,2,1,4,2,1,3,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,Yes,1
1204,46.0,1402.0,2.0,1.0,69.0,17048.0,24097.0,8.0,23.0,4.0,80.0,28.0,2.0,26.0,15.0,15.0,9.0,3,3,3,4,1,1,0,3,Travel_Rarely,Sales,Marketing,Female,Manager,Married,Y,No,0
1206,44.0,111.0,17.0,1.0,74.0,2290.0,4279.0,2.0,13.0,3.0,80.0,6.0,3.0,0.0,0.0,0.0,0.0,3,4,1,1,3,4,0,3,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Single,Y,No,0
1207,33.0,147.0,2.0,1.0,99.0,3600.0,8429.0,1.0,13.0,3.0,80.0,5.0,2.0,5.0,4.0,1.0,4.0,3,2,3,1,3,4,1,3,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,Y,No,0
1210,41.0,906.0,5.0,1.0,95.0,2107.0,20293.0,6.0,17.0,3.0,80.0,5.0,2.0,1.0,0.0,0.0,0.0,2,1,2,1,1,1,1,1,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Y,No,1
1211,30.0,1329.0,29.0,1.0,61.0,4115.0,13192.0,8.0,19.0,3.0,80.0,8.0,3.0,4.0,3.0,0.0,3.0,4,3,3,2,1,3,3,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,Y,No,0
1212,40.0,1184.0,2.0,1.0,62.0,4327.0,25440.0,5.0,12.0,3.0,80.0,5.0,2.0,0.0,0.0,0.0,0.0,4,2,3,2,2,4,3,3,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,Y,No,0
1215,50.0,1421.0,2.0,1.0,30.0,17856.0,9490.0,2.0,22.0,4.0,80.0,32.0,3.0,2.0,2.0,2.0,2.0,3,4,3,4,1,3,1,3,Travel_Frequently,Research & Development,Medical,Female,Manager,Married,Y,No,0
1216,28.0,1179.0,19.0,1.0,78.0,3196.0,12449.0,1.0,12.0,3.0,80.0,6.0,2.0,6.0,5.0,3.0,3.0,4,4,2,1,1,3,3,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,0
1217,46.0,1450.0,15.0,1.0,52.0,19081.0,10849.0,5.0,11.0,3.0,80.0,25.0,2.0,4.0,2.0,0.0,3.0,2,4,3,5,2,1,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,Y,No,0
1218,35.0,1361.0,17.0,1.0,94.0,8966.0,21026.0,3.0,15.0,3.0,80.0,15.0,2.0,7.0,7.0,1.0,7.0,4,3,3,2,1,4,3,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Y,Yes,0
1219,24.0,984.0,17.0,1.0,97.0,2210.0,3372.0,1.0,13.0,3.0,80.0,1.0,3.0,1.0,0.0,0.0,0.0,2,4,3,1,2,1,1,1,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Y,No,1
1220,33.0,1146.0,25.0,1.0,82.0,4539.0,4905.0,1.0,12.0,3.0,80.0,10.0,3.0,10.0,7.0,0.0,1.0,3,2,3,2,3,1,1,2,Travel_Frequently,Sales,Medical,Female,Sales Executive,Married,Y,No,0
1221,36.0,917.0,6.0,1.0,60.0,2741.0,6865.0,1.0,14.0,3.0,80.0,7.0,4.0,7.0,7.0,1.0,7.0,4,3,1,1,3,3,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Y,No,0
1224,30.0,853.0,7.0,1.0,49.0,3491.0,11309.0,1.0,13.0,3.0,80.0,10.0,4.0,10.0,7.0,8.0,9.0,4,3,3,2,3,1,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Y,No,0
1225,44.0,200.0,29.0,1.0,32.0,4541.0,7744.0,1.0,25.0,4.0,80.0,20.0,3.0,20.0,11.0,13.0,17.0,4,4,3,2,4,2,0,3,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,Y,No,0
1226,20.0,654.0,21.0,1.0,43.0,2678.0,5050.0,1.0,17.0,3.0,80.0,2.0,2.0,2.0,1.0,2.0,2.0,3,3,4,1,4,4,0,3,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Single,Y,No,0
1228,46.0,150.0,2.0,1.0,60.0,7379.0,17433.0,2.0,11.0,3.0,80.0,12.0,3.0,6.0,3.0,1.0,4.0,4,4,3,2,4,3,1,2,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Divorced,Y,No,0
1231,42.0,179.0,2.0,1.0,79.0,6272.0,12858.0,7.0,16.0,3.0,80.0,10.0,3.0,4.0,3.0,0.0,3.0,5,4,4,2,1,1,1,4,Non-Travel,Human Resources,Medical,Male,Human Resources,Married,Y,No,0
1233,60.0,696.0,7.0,1.0,52.0,5220.0,10893.0,0.0,18.0,3.0,80.0,12.0,3.0,11.0,7.0,1.0,9.0,4,2,4,2,4,2,1,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,Y,Yes,0
1234,32.0,116.0,13.0,1.0,77.0,2743.0,7331.0,1.0,20.0,4.0,80.0,2.0,2.0,2.0,2.0,2.0,2.0,3,3,2,1,2,3,1,3,Travel_Frequently,Research & Development,Other,Female,Laboratory Technician,Married,Y,No,0
1235,32.0,1316.0,2.0,1.0,38.0,4998.0,2338.0,4.0,14.0,3.0,80.0,10.0,2.0,8.0,7.0,0.0,7.0,2,4,3,2,3,4,0,3,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,Y,Yes,0
1237,36.0,363.0,1.0,1.0,77.0,10252.0,4235.0,2.0,21.0,4.0,80.0,17.0,2.0,7.0,7.0,7.0,7.0,3,3,1,3,1,3,1,3,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Divorced,Y,Yes,0
1238,33.0,117.0,9.0,1.0,60.0,2781.0,6311.0,0.0,13.0,3.0,80.0,15.0,5.0,14.0,10.0,4.0,10.0,3,1,3,1,4,2,1,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,No,0
1239,40.0,107.0,10.0,1.0,84.0,6852.0,11591.0,7.0,12.0,3.0,80.0,7.0,2.0,5.0,1.0,1.0,3.0,3,2,2,2,2,2,1,4,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Divorced,Y,No,0
1240,25.0,1356.0,10.0,1.0,57.0,4950.0,20623.0,0.0,14.0,3.0,80.0,5.0,4.0,4.0,3.0,1.0,1.0,4,3,3,2,4,2,0,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Y,No,0
1241,30.0,1465.0,1.0,1.0,63.0,3579.0,9369.0,0.0,21.0,4.0,80.0,12.0,2.0,11.0,9.0,5.0,7.0,3,4,3,1,2,1,1,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,Yes,0
1242,42.0,458.0,26.0,1.0,60.0,13191.0,23281.0,3.0,17.0,3.0,80.0,20.0,6.0,1.0,0.0,0.0,0.0,5,1,3,3,1,3,0,3,Travel_Frequently,Research & Development,Medical,Female,Research Director,Married,Y,Yes,0
1243,35.0,1212.0,8.0,1.0,78.0,10377.0,13755.0,4.0,11.0,3.0,80.0,16.0,6.0,13.0,2.0,4.0,12.0,2,3,2,3,4,2,1,2,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,Y,Yes,0
1244,27.0,1103.0,14.0,1.0,42.0,2235.0,14377.0,1.0,14.0,3.0,80.0,9.0,3.0,9.0,7.0,6.0,8.0,3,1,3,1,1,4,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,Yes,0
1245,54.0,966.0,1.0,1.0,53.0,10502.0,9659.0,7.0,17.0,3.0,80.0,33.0,2.0,5.0,4.0,1.0,4.0,4,4,3,3,3,1,1,1,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,Y,No,0
1246,44.0,1117.0,2.0,1.0,72.0,2011.0,19982.0,1.0,13.0,3.0,80.0,10.0,5.0,10.0,5.0,7.0,7.0,1,1,4,1,4,4,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Y,No,0
1248,19.0,504.0,10.0,1.0,96.0,1859.0,6148.0,1.0,25.0,4.0,80.0,1.0,2.0,1.0,1.0,0.0,0.0,3,1,2,1,2,2,0,4,Non-Travel,Research & Development,Medical,Female,Research Scientist,Single,Y,Yes,1
1249,29.0,1010.0,1.0,1.0,97.0,3760.0,5598.0,1.0,15.0,3.0,80.0,3.0,5.0,3.0,2.0,1.0,2.0,3,1,3,1,4,1,3,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Y,No,0
1250,54.0,685.0,3.0,1.0,85.0,17779.0,23474.0,3.0,14.0,3.0,80.0,36.0,2.0,10.0,9.0,0.0,9.0,3,4,3,4,4,1,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,Y,No,0
1251,31.0,1332.0,11.0,1.0,80.0,6833.0,17089.0,1.0,12.0,3.0,80.0,6.0,2.0,6.0,5.0,0.0,1.0,2,3,3,2,1,4,0,2,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Y,Yes,0
1252,31.0,1062.0,24.0,1.0,96.0,6812.0,17198.0,1.0,19.0,3.0,80.0,10.0,2.0,10.0,9.0,1.0,8.0,3,3,2,2,1,2,0,3,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,Y,No,0
1254,59.0,326.0,3.0,1.0,48.0,5171.0,16490.0,5.0,17.0,3.0,80.0,13.0,2.0,6.0,1.0,0.0,5.0,3,3,2,2,4,4,0,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Y,No,0
1255,43.0,920.0,3.0,1.0,96.0,19740.0,18625.0,3.0,14.0,3.0,80.0,25.0,2.0,8.0,7.0,0.0,7.0,3,3,1,5,4,2,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,Y,No,0
1256,49.0,1098.0,4.0,1.0,85.0,18711.0,12124.0,2.0,13.0,3.0,80.0,23.0,2.0,1.0,0.0,0.0,0.0,2,1,2,5,3,3,1,4,Travel_Rarely,Research & Development,Medical,Male,Manager,Married,Y,No,0
1257,36.0,469.0,3.0,1.0,46.0,3692.0,9256.0,1.0,12.0,3.0,80.0,12.0,2.0,11.0,10.0,0.0,7.0,3,3,3,1,2,3,0,2,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,Y,No,0
1258,48.0,969.0,2.0,1.0,76.0,2559.0,16620.0,5.0,11.0,3.0,80.0,7.0,4.0,1.0,0.0,0.0,0.0,2,4,4,1,2,3,0,2,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Single,Y,No,0
1259,27.0,1167.0,4.0,1.0,76.0,2517.0,3208.0,1.0,11.0,3.0,80.0,5.0,2.0,5.0,3.0,0.0,3.0,2,1,3,1,3,2,3,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Y,No,0
1260,29.0,1329.0,7.0,1.0,82.0,6623.0,4204.0,1.0,11.0,3.0,80.0,6.0,2.0,6.0,0.0,1.0,0.0,3,3,3,2,4,2,2,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Y,Yes,0
